User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR00024,SES00024,Add to Cart,2026-04-12 08:35:08,Desktop,North,Social Media,Beauty,0.0,Yes
USR00024,SES00024,Checkout,2026-04-12 08:38:08,Mobile,West,Email,Electronics,0.0,Yes
USR00025,SES00025,Browse,2026-03-18 20:31:31,Mobile,North,Email,Home,0.0,Yes
USR00025,SES00025,Add to Cart,2026-03-18 20:33:31,Desktop,West,Social Media,Home,0.0,Yes
USR00025,SES00025,Checkout,2026-03-18 20:36:31,Mobile,West,Social Media,Home,0.0,Yes
USR00026,SES00026,Browse,2026-03-31 08:23:39,Mobile,North,Google Ads,Electronics,0.0,Yes
USR00026,SES00026,Add to Cart,2026-03-31 08:26:39,Mobile,South,Social Media,Fashion,0.0,Yes
USR00026,SES00026,Checkout,2026-03-31 08:31:39,Desktop,West,Email,Sports,0.0,Yes
USR00027,SES00027,Browse,2026-03-18 07:26:46,Tablet,East,Email,Fashion,0.0,Yes
USR00027,SES00027,Add to Cart,2026-03-18 07:28:46,Mobile,South,Social Media,Electronics,0.0,Yes
USR00028,SES00028,Browse,2026-03-27 06:43:54,Mobile,North,Organic,Fashion,0.0,Yes
USR00028,SES00028,Add to Cart,2026-03-27 06:46:54,Tablet,South,Google Ads,Fashion,0.0,Yes
USR00029,SES00029,Browse,2026-04-01 01:52:54,Desktop,South,Email,Home,0.0,Yes
USR00029,SES00029,Add to Cart,2026-04-01 01:57:54,Mobile,East,Social Media,Beauty,0.0,Yes
USR00030,SES00030,Browse,2026-04-08 20:17:04,Mobile,South,Social Media,Fashion,0.0,Yes
USR00030,SES00030,Add to Cart,2026-04-08 20:19:04,Mobile,North,Organic,Sports,0.0,Yes
USR00030,SES00030,Checkout,2026-04-08 20:22:04,Desktop,West,Social Media,Fashion,0.0,Yes
USR00031,SES00031,Browse,2026-03-23 03:43:20,Tablet,South,Social Media,Fashion,0.0,Yes
USR00031,SES00031,Add to Cart,2026-03-23 03:48:20,Mobile,North,Email,Beauty,0.0,Yes
USR00031,SES00031,Checkout,2026-03-23 03:52:20,Desktop,West,Organic,Fashion,0.0,Yes
USR00032,SES00032,Browse,2026-03-26 08:33:41,Mobile,West,Google Ads,Fashion,0.0,Yes
USR00032,SES00032,Add to Cart,2026-03-26 08:38:41,Mobile,North,Social Media,Sports,0.0,Yes
USR00033,SES00033,Browse,2026-03-29 14:14:38,Desktop,North,Email,Fashion,0.0,Yes
USR00033,SES00033,Add to Cart,2026-03-29 14:19:38,Desktop,East,Google Ads,Electronics,0.0,Yes
USR00033,SES00033,Checkout,2026-03-29 14:21:38,Desktop,East,Social Media,Sports,0.0,Yes
USR00034,SES00034,Browse,2026-04-01 20:56:48,Mobile,West,Email,Electronics,0.0,Yes
USR00035,SES00035,Browse,2026-04-03 09:17:45,Desktop,West,Organic,Fashion,0.0,Yes
USR00035,SES00035,Add to Cart,2026-04-03 09:22:45,Mobile,West,Google Ads,Sports,0.0,Yes
USR00036,SES00036,Browse,2026-04-05 14:13:10,Mobile,West,Organic,Fashion,0.0,Yes
USR00036,SES00036,Add to Cart,2026-04-05 14:15:10,Desktop,West,Email,Electronics,0.0,Yes
USR00037,SES00037,Browse,2026-03-15 09:42:56,Desktop,North,Social Media,Electronics,0.0,No
USR00037,SES00037,Add to Cart,2026-03-15 09:46:56,Desktop,North,Google Ads,Home,0.0,No
USR00037,SES00037,Checkout,2026-03-15 09:49:56,Tablet,West,Social Media,Fashion,0.0,No
USR00037,SES00037,Purchase,2026-03-15 09:52:56,Mobile,North,Google Ads,Electronics,671.44,No
USR00038,SES00038,Browse,2026-03-26 12:06:33,Tablet,East,Social Media,Electronics,0.0,Yes
USR00039,SES00039,Browse,2026-03-27 03:55:54,Desktop,North,Organic,Fashion,0.0,Yes
USR00040,SES00040,Browse,2026-03-25 15:54:23,Mobile,North,Email,Electronics,0.0,Yes
USR00040,SES00040,Add to Cart,2026-03-25 15:58:23,Desktop,North,Google Ads,Sports,0.0,Yes
USR00041,SES00041,Browse,2026-03-18 23:38:37,Tablet,East,Email,Home,0.0,Yes
USR00041,SES00041,Add to Cart,2026-03-18 23:41:37,Desktop,North,Organic,Beauty,0.0,Yes
USR00041,SES00041,Checkout,2026-03-18 23:45:37,Tablet,North,Social Media,Electronics,0.0,Yes
USR00042,SES00042,Browse,2026-04-09 22:42:32,Desktop,East,Email,Beauty,0.0,Yes
USR00042,SES00042,Add to Cart,2026-04-09 22:45:32,Desktop,South,Organic,Electronics,0.0,Yes
USR00042,SES00042,Checkout,2026-04-09 22:47:32,Mobile,West,Email,Beauty,0.0,Yes
USR00043,SES00043,Browse,2026-03-31 17:31:52,Mobile,West,Social Media,Electronics,0.0,Yes
USR00043,SES00043,Add to Cart,2026-03-31 17:36:52,Desktop,South,Email,Sports,0.0,Yes
USR00044,SES00044,Browse,2026-03-15 09:05:27,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00044,SES00044,Add to Cart,2026-03-15 09:07:27,Mobile,West,Organic,Beauty,0.0,Yes
USR00045,SES00045,Browse,2026-03-14 00:57:09,Tablet,West,Email,Beauty,0.0,Yes
USR00046,SES00046,Browse,2026-03-26 16:15:42,Mobile,North,Email,Beauty,0.0,Yes
USR00046,SES00046,Add to Cart,2026-03-26 16:18:42,Desktop,West,Organic,Sports,0.0,Yes
USR00046,SES00046,Checkout,2026-03-26 16:22:42,Tablet,East,Organic,Beauty,0.0,Yes
USR00047,SES00047,Browse,2026-04-05 01:40:38,Desktop,West,Email,Home,0.0,Yes
USR00047,SES00047,Add to Cart,2026-04-05 01:45:38,Desktop,North,Organic,Home,0.0,Yes
USR00048,SES00048,Browse,2026-03-25 12:14:38,Mobile,East,Social Media,Home,0.0,Yes
USR00049,SES00049,Browse,2026-03-27 13:30:37,Desktop,North,Organic,Electronics,0.0,Yes
USR00050,SES00050,Browse,2026-04-05 10:13:28,Mobile,North,Social Media,Beauty,0.0,No
USR00050,SES00050,Add to Cart,2026-04-05 10:15:28,Desktop,North,Email,Sports,0.0,No
USR00050,SES00050,Checkout,2026-04-05 10:17:28,Desktop,North,Google Ads,Fashion,0.0,No
USR00050,SES00050,Purchase,2026-04-05 10:21:28,Desktop,East,Google Ads,Home,1464.26,No
USR00051,SES00051,Browse,2026-03-30 09:05:54,Mobile,East,Google Ads,Home,0.0,Yes
USR00051,SES00051,Add to Cart,2026-03-30 09:09:54,Tablet,North,Google Ads,Home,0.0,Yes
USR00052,SES00052,Browse,2026-03-21 04:47:45,Mobile,West,Organic,Beauty,0.0,Yes
USR00052,SES00052,Add to Cart,2026-03-21 04:49:45,Mobile,South,Social Media,Electronics,0.0,Yes
USR00052,SES00052,Checkout,2026-03-21 04:53:45,Tablet,South,Email,Sports,0.0,Yes
USR00053,SES00053,Browse,2026-03-16 01:16:50,Desktop,North,Google Ads,Sports,0.0,Yes
USR00053,SES00053,Add to Cart,2026-03-16 01:19:50,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00054,SES00054,Browse,2026-04-02 00:47:10,Tablet,East,Email,Fashion,0.0,Yes
USR00054,SES00054,Add to Cart,2026-04-02 00:50:10,Tablet,West,Social Media,Home,0.0,Yes
USR00054,SES00054,Checkout,2026-04-02 00:54:10,Tablet,South,Organic,Fashion,0.0,Yes
USR00055,SES00055,Browse,2026-03-15 20:00:12,Tablet,West,Social Media,Home,0.0,Yes
USR00055,SES00055,Add to Cart,2026-03-15 20:03:12,Tablet,East,Organic,Fashion,0.0,Yes
USR00056,SES00056,Browse,2026-03-21 09:11:25,Mobile,East,Email,Fashion,0.0,Yes
USR00056,SES00056,Add to Cart,2026-03-21 09:14:25,Desktop,North,Organic,Electronics,0.0,Yes
USR00056,SES00056,Checkout,2026-03-21 09:16:25,Tablet,West,Organic,Electronics,0.0,Yes
USR00057,SES00057,Browse,2026-04-12 02:58:04,Desktop,North,Google Ads,Beauty,0.0,Yes
USR00057,SES00057,Add to Cart,2026-04-12 03:03:04,Mobile,North,Email,Sports,0.0,Yes
USR00057,SES00057,Checkout,2026-04-12 03:06:04,Tablet,East,Google Ads,Sports,0.0,Yes
USR00058,SES00058,Browse,2026-04-04 15:02:20,Mobile,North,Social Media,Sports,0.0,Yes
USR00058,SES00058,Add to Cart,2026-04-04 15:04:20,Tablet,East,Organic,Beauty,0.0,Yes
USR00059,SES00059,Browse,2026-03-31 10:51:57,Mobile,West,Organic,Sports,0.0,Yes
USR00060,SES00060,Browse,2026-03-25 09:10:55,Tablet,South,Email,Sports,0.0,Yes
USR00060,SES00060,Add to Cart,2026-03-25 09:13:55,Mobile,South,Social Media,Home,0.0,Yes
USR00061,SES00061,Browse,2026-04-09 10:32:51,Desktop,South,Google Ads,Fashion,0.0,No
USR00061,SES00061,Add to Cart,2026-04-09 10:35:51,Tablet,South,Organic,Electronics,0.0,No
USR00061,SES00061,Checkout,2026-04-09 10:39:51,Desktop,West,Organic,Fashion,0.0,No
USR00061,SES00061,Purchase,2026-04-09 10:43:51,Desktop,West,Organic,Electronics,624.16,No
USR00062,SES00062,Browse,2026-04-08 10:50:44,Tablet,West,Google Ads,Sports,0.0,Yes
USR00062,SES00062,Add to Cart,2026-04-08 10:55:44,Mobile,North,Email,Electronics,0.0,Yes
USR00063,SES00063,Browse,2026-03-21 00:59:17,Mobile,West,Google Ads,Sports,0.0,Yes
USR00064,SES00064,Browse,2026-03-27 23:15:55,Desktop,East,Social Media,Sports,0.0,Yes
USR00065,SES00065,Browse,2026-03-30 16:45:27,Tablet,North,Google Ads,Sports,0.0,Yes
USR00065,SES00065,Add to Cart,2026-03-30 16:47:27,Mobile,South,Google Ads,Sports,0.0,Yes
USR00066,SES00066,Browse,2026-03-24 11:10:16,Desktop,East,Social Media,Beauty,0.0,Yes
USR00066,SES00066,Add to Cart,2026-03-24 11:13:16,Tablet,West,Google Ads,Beauty,0.0,Yes
USR00066,SES00066,Checkout,2026-03-24 11:15:16,Mobile,North,Social Media,Sports,0.0,Yes
USR00067,SES00067,Browse,2026-03-20 06:05:20,Mobile,West,Social Media,Electronics,0.0,Yes
USR00068,SES00068,Browse,2026-03-16 21:09:14,Mobile,East,Organic,Beauty,0.0,Yes
USR00068,SES00068,Add to Cart,2026-03-16 21:13:14,Mobile,West,Social Media,Beauty,0.0,Yes
USR00068,SES00068,Checkout,2026-03-16 21:16:14,Mobile,South,Organic,Fashion,0.0,Yes
USR00069,SES00069,Browse,2026-04-11 16:43:16,Desktop,North,Organic,Fashion,0.0,No
USR00069,SES00069,Add to Cart,2026-04-11 16:47:16,Mobile,East,Google Ads,Fashion,0.0,No
USR00069,SES00069,Checkout,2026-04-11 16:51:16,Desktop,North,Google Ads,Electronics,0.0,No
USR00069,SES00069,Purchase,2026-04-11 16:53:16,Tablet,East,Organic,Fashion,1017.02,No
USR00070,SES00070,Browse,2026-03-15 23:30:12,Desktop,East,Organic,Home,0.0,Yes
USR00070,SES00070,Add to Cart,2026-03-15 23:34:12,Mobile,North,Email,Home,0.0,Yes
USR00071,SES00071,Browse,2026-03-30 08:41:44,Tablet,South,Google Ads,Beauty,0.0,Yes
USR00071,SES00071,Add to Cart,2026-03-30 08:45:44,Tablet,South,Social Media,Electronics,0.0,Yes
USR00072,SES00072,Browse,2026-04-06 16:42:07,Tablet,North,Social Media,Sports,0.0,Yes
USR00073,SES00073,Browse,2026-03-29 04:49:20,Desktop,North,Email,Sports,0.0,Yes
USR00073,SES00073,Add to Cart,2026-03-29 04:53:20,Desktop,West,Google Ads,Fashion,0.0,Yes
USR00074,SES00074,Browse,2026-03-27 21:16:24,Tablet,North,Email,Home,0.0,Yes
USR00074,SES00074,Add to Cart,2026-03-27 21:20:24,Desktop,North,Email,Electronics,0.0,Yes
USR00075,SES00075,Browse,2026-04-12 12:02:17,Tablet,South,Organic,Electronics,0.0,Yes
USR00075,SES00075,Add to Cart,2026-04-12 12:06:17,Mobile,West,Social Media,Beauty,0.0,Yes
USR00076,SES00076,Browse,2026-03-27 03:42:06,Desktop,South,Social Media,Sports,0.0,Yes
USR00077,SES00077,Browse,2026-04-05 00:16:05,Desktop,South,Email,Sports,0.0,No
USR00077,SES00077,Add to Cart,2026-04-05 00:20:05,Tablet,East,Email,Fashion,0.0,No
USR00077,SES00077,Checkout,2026-04-05 00:25:05,Desktop,East,Organic,Beauty,0.0,No
USR00077,SES00077,Purchase,2026-04-05 00:30:05,Desktop,West,Social Media,Fashion,1996.78,No
USR00078,SES00078,Browse,2026-04-11 08:35:39,Mobile,West,Organic,Electronics,0.0,Yes
USR00078,SES00078,Add to Cart,2026-04-11 08:37:39,Desktop,North,Social Media,Home,0.0,Yes
USR00079,SES00079,Browse,2026-03-21 15:10:17,Mobile,West,Google Ads,Beauty,0.0,Yes
USR00079,SES00079,Add to Cart,2026-03-21 15:15:17,Mobile,South,Google Ads,Electronics,0.0,Yes
USR00079,SES00079,Checkout,2026-03-21 15:18:17,Mobile,North,Social Media,Beauty,0.0,Yes
USR00080,SES00080,Browse,2026-03-31 20:02:38,Mobile,South,Google Ads,Sports,0.0,Yes
USR00080,SES00080,Add to Cart,2026-03-31 20:06:38,Desktop,West,Organic,Fashion,0.0,Yes
USR00080,SES00080,Checkout,2026-03-31 20:09:38,Mobile,East,Google Ads,Home,0.0,Yes
USR00081,SES00081,Browse,2026-03-24 11:41:46,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00082,SES00082,Browse,2026-04-04 00:04:39,Tablet,East,Organic,Sports,0.0,Yes
USR00082,SES00082,Add to Cart,2026-04-04 00:06:39,Mobile,South,Email,Home,0.0,Yes
USR00083,SES00083,Browse,2026-04-07 10:00:12,Mobile,East,Email,Beauty,0.0,Yes
USR00083,SES00083,Add to Cart,2026-04-07 10:02:12,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00083,SES00083,Checkout,2026-04-07 10:04:12,Desktop,West,Organic,Beauty,0.0,Yes
USR00084,SES00084,Browse,2026-04-09 18:22:43,Tablet,East,Email,Beauty,0.0,Yes
USR00084,SES00084,Add to Cart,2026-04-09 18:27:43,Desktop,North,Google Ads,Beauty,0.0,Yes
USR00084,SES00084,Checkout,2026-04-09 18:30:43,Desktop,West,Email,Fashion,0.0,Yes
USR00085,SES00085,Browse,2026-03-19 16:24:21,Mobile,North,Google Ads,Electronics,0.0,Yes
USR00085,SES00085,Add to Cart,2026-03-19 16:26:21,Mobile,West,Email,Beauty,0.0,Yes
USR00086,SES00086,Browse,2026-04-05 21:42:11,Mobile,South,Google Ads,Beauty,0.0,Yes
USR00086,SES00086,Add to Cart,2026-04-05 21:44:11,Tablet,West,Organic,Home,0.0,Yes
USR00087,SES00087,Browse,2026-04-08 16:07:33,Mobile,North,Google Ads,Beauty,0.0,Yes
USR00087,SES00087,Add to Cart,2026-04-08 16:11:33,Mobile,North,Email,Home,0.0,Yes
USR00087,SES00087,Checkout,2026-04-08 16:16:33,Tablet,West,Social Media,Fashion,0.0,Yes
USR00088,SES00088,Browse,2026-03-27 09:23:48,Tablet,South,Google Ads,Home,0.0,Yes
USR00088,SES00088,Add to Cart,2026-03-27 09:27:48,Tablet,South,Google Ads,Fashion,0.0,Yes
USR00088,SES00088,Checkout,2026-03-27 09:30:48,Desktop,South,Google Ads,Home,0.0,Yes
USR00089,SES00089,Browse,2026-03-25 18:30:01,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00090,SES00090,Browse,2026-04-05 05:10:28,Desktop,South,Social Media,Fashion,0.0,Yes
USR00091,SES00091,Browse,2026-04-05 07:10:41,Mobile,East,Social Media,Home,0.0,Yes
USR00091,SES00091,Add to Cart,2026-04-05 07:14:41,Desktop,West,Google Ads,Beauty,0.0,Yes
USR00092,SES00092,Browse,2026-04-03 09:50:53,Tablet,South,Google Ads,Beauty,0.0,Yes
USR00092,SES00092,Add to Cart,2026-04-03 09:52:53,Desktop,North,Organic,Sports,0.0,Yes
USR00093,SES00093,Browse,2026-04-05 04:51:36,Mobile,North,Google Ads,Home,0.0,Yes
USR00093,SES00093,Add to Cart,2026-04-05 04:55:36,Tablet,South,Social Media,Sports,0.0,Yes
USR00094,SES00094,Browse,2026-03-15 21:05:04,Mobile,North,Email,Home,0.0,Yes
USR00095,SES00095,Browse,2026-04-07 17:36:52,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00096,SES00096,Browse,2026-04-12 16:53:36,Desktop,West,Organic,Sports,0.0,Yes
USR00096,SES00096,Add to Cart,2026-04-12 16:55:36,Desktop,West,Social Media,Beauty,0.0,Yes
USR00096,SES00096,Checkout,2026-04-12 17:00:36,Mobile,East,Google Ads,Fashion,0.0,Yes
USR00097,SES00097,Browse,2026-03-29 21:46:50,Tablet,South,Google Ads,Fashion,0.0,Yes
USR00097,SES00097,Add to Cart,2026-03-29 21:51:50,Desktop,South,Organic,Sports,0.0,Yes
USR00097,SES00097,Checkout,2026-03-29 21:54:50,Tablet,East,Google Ads,Sports,0.0,Yes
USR00098,SES00098,Browse,2026-03-28 20:57:01,Tablet,West,Email,Sports,0.0,Yes
USR00098,SES00098,Add to Cart,2026-03-28 21:02:01,Desktop,South,Email,Fashion,0.0,Yes
USR00099,SES00099,Browse,2026-04-10 22:17:50,Tablet,East,Email,Beauty,0.0,Yes
USR00100,SES00100,Browse,2026-03-23 12:21:11,Desktop,East,Social Media,Beauty,0.0,Yes
USR00100,SES00100,Add to Cart,2026-03-23 12:25:11,Desktop,South,Social Media,Home,0.0,Yes
USR00101,SES00101,Browse,2026-03-23 11:29:23,Desktop,East,Organic,Home,0.0,No
USR00101,SES00101,Add to Cart,2026-03-23 11:34:23,Desktop,South,Email,Home,0.0,No
USR00101,SES00101,Checkout,2026-03-23 11:36:23,Desktop,South,Google Ads,Home,0.0,No
USR00101,SES00101,Purchase,2026-03-23 11:39:23,Desktop,North,Organic,Electronics,658.02,No
USR00102,SES00102,Browse,2026-03-25 15:34:22,Desktop,North,Social Media,Sports,0.0,Yes
USR00102,SES00102,Add to Cart,2026-03-25 15:37:22,Tablet,West,Organic,Fashion,0.0,Yes
USR00103,SES00103,Browse,2026-03-28 10:53:39,Tablet,West,Google Ads,Beauty,0.0,Yes
USR00103,SES00103,Add to Cart,2026-03-28 10:57:39,Desktop,South,Email,Home,0.0,Yes
USR00104,SES00104,Browse,2026-03-14 04:59:02,Desktop,North,Google Ads,Sports,0.0,Yes
USR00105,SES00105,Browse,2026-03-24 16:50:15,Desktop,North,Google Ads,Electronics,0.0,Yes
USR00105,SES00105,Add to Cart,2026-03-24 16:55:15,Tablet,West,Social Media,Sports,0.0,Yes
USR00106,SES00106,Browse,2026-04-02 08:34:07,Desktop,East,Organic,Electronics,0.0,Yes
USR00106,SES00106,Add to Cart,2026-04-02 08:38:07,Mobile,West,Google Ads,Beauty,0.0,Yes
USR00107,SES00107,Browse,2026-03-21 13:14:36,Mobile,South,Google Ads,Home,0.0,Yes
USR00108,SES00108,Browse,2026-03-16 15:30:42,Desktop,South,Google Ads,Home,0.0,Yes
USR00109,SES00109,Browse,2026-04-12 08:34:24,Mobile,North,Email,Home,0.0,Yes
USR00109,SES00109,Add to Cart,2026-04-12 08:38:24,Desktop,South,Organic,Sports,0.0,Yes
USR00109,SES00109,Checkout,2026-04-12 08:40:24,Tablet,East,Google Ads,Home,0.0,Yes
USR00110,SES00110,Browse,2026-03-25 10:03:24,Tablet,North,Google Ads,Beauty,0.0,Yes
USR00110,SES00110,Add to Cart,2026-03-25 10:07:24,Tablet,South,Organic,Fashion,0.0,Yes
USR00110,SES00110,Checkout,2026-03-25 10:12:24,Tablet,North,Google Ads,Fashion,0.0,Yes
USR00111,SES00111,Browse,2026-04-08 23:13:49,Mobile,West,Social Media,Fashion,0.0,Yes
USR00112,SES00112,Browse,2026-03-14 07:24:50,Desktop,North,Google Ads,Sports,0.0,Yes
USR00112,SES00112,Add to Cart,2026-03-14 07:27:50,Mobile,East,Social Media,Sports,0.0,Yes
USR00113,SES00113,Browse,2026-03-27 02:41:57,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00114,SES00114,Browse,2026-03-14 16:39:09,Tablet,North,Google Ads,Home,0.0,Yes
USR00114,SES00114,Add to Cart,2026-03-14 16:44:09,Mobile,West,Email,Beauty,0.0,Yes
USR00115,SES00115,Browse,2026-03-26 17:12:29,Desktop,North,Email,Home,0.0,Yes
USR00116,SES00116,Browse,2026-03-26 04:14:26,Mobile,South,Google Ads,Electronics,0.0,No
USR00116,SES00116,Add to Cart,2026-03-26 04:19:26,Tablet,South,Email,Sports,0.0,No
USR00116,SES00116,Checkout,2026-03-26 04:21:26,Desktop,East,Organic,Fashion,0.0,No
USR00116,SES00116,Purchase,2026-03-26 04:24:26,Desktop,East,Google Ads,Electronics,1397.0,No
USR00117,SES00117,Browse,2026-04-06 17:43:43,Desktop,East,Google Ads,Electronics,0.0,Yes
USR00118,SES00118,Browse,2026-04-08 11:58:17,Mobile,East,Organic,Fashion,0.0,Yes
USR00119,SES00119,Browse,2026-03-14 20:13:56,Tablet,East,Google Ads,Sports,0.0,Yes
USR00119,SES00119,Add to Cart,2026-03-14 20:15:56,Tablet,South,Organic,Sports,0.0,Yes
USR00120,SES00120,Browse,2026-03-27 08:08:50,Desktop,South,Email,Fashion,0.0,Yes
USR00120,SES00120,Add to Cart,2026-03-27 08:13:50,Mobile,South,Email,Electronics,0.0,Yes
USR00120,SES00120,Checkout,2026-03-27 08:16:50,Mobile,East,Social Media,Sports,0.0,Yes
USR00121,SES00121,Browse,2026-03-24 04:33:57,Mobile,West,Google Ads,Sports,0.0,Yes
USR00121,SES00121,Add to Cart,2026-03-24 04:35:57,Desktop,South,Organic,Sports,0.0,Yes
USR00121,SES00121,Checkout,2026-03-24 04:38:57,Mobile,West,Google Ads,Sports,0.0,Yes
USR00122,SES00122,Browse,2026-04-05 18:42:13,Mobile,North,Organic,Electronics,0.0,Yes
USR00122,SES00122,Add to Cart,2026-04-05 18:44:13,Tablet,West,Social Media,Fashion,0.0,Yes
USR00123,SES00123,Browse,2026-04-04 07:07:57,Desktop,South,Social Media,Beauty,0.0,Yes
USR00123,SES00123,Add to Cart,2026-04-04 07:12:57,Tablet,West,Google Ads,Electronics,0.0,Yes
USR00123,SES00123,Checkout,2026-04-04 07:16:57,Mobile,North,Organic,Beauty,0.0,Yes
USR00124,SES00124,Browse,2026-03-21 11:50:19,Desktop,East,Social Media,Beauty,0.0,Yes
USR00124,SES00124,Add to Cart,2026-03-21 11:54:19,Mobile,East,Organic,Beauty,0.0,Yes
USR00125,SES00125,Browse,2026-03-20 03:15:36,Desktop,East,Social Media,Home,0.0,Yes
USR00125,SES00125,Add to Cart,2026-03-20 03:17:36,Desktop,West,Google Ads,Fashion,0.0,Yes
USR00126,SES00126,Browse,2026-03-25 12:13:35,Tablet,South,Google Ads,Home,0.0,No
